9.975670590287533113e-02,1.706538343179772599e-01,-8.539809410107731397e-03,5.290314344268292474e-02,-2.293734974539096416e-01,-2.021458775248343720e-01
1.282815311261285007e-01,9.125297339867254054e-02,-8.465475513021715470e-03,4.045556413654497613e-02,-2.260213375816250148e-01,-2.072657570622244705e-01
1.453709616517606107e-01,1.803613799892330172e-01,-1.672971684686717919e-02,4.229531491683057726e-02,-2.178503042385978028e-01,-1.655800156378809951e-01
1.557263599019079736e-01,1.343481049895079438e-01,-1.699851883763708188e-02,2.876941045822129644e-02,-2.090384247908577964e-01,-1.309554678135350370e-01
1.617155107695401606e-01,9.841224794763026029e-02,-1.572117448060100786e-02,1.899181624399555110e-02,-2.005728510865866232e-01,-1.087931505894005613e-01
1.646352710939395503e-01,1.917344152455661976e-01,-2.362957410967923486e-02,2.737671846269967499e-02,-1.917984976275252385e-01,-8.685227435791507966e-02
1.652444070661645281e-01,3.160006615803626073e-01,-3.638363648097795583e-02,3.999898338047165602e-02,-1.828378304667246657e-01,-6.458603776668520036e-02
1.644279810045843615e-01,2.204218347927186794e-01,-3.341981948168565308e-02,2.365242553856150218e-02,-1.765068779359866280e-01,-6.780894666107156743e-02
1.622965076067403867e-01,1.535360569055536917e-01,-2.871179849241642726e-02,1.289683006422384128e-02,-1.703479085045176145e-01,-7.017133803930085401e-02
1.593970160231817645e-01,2.435193125405155368e-01,-3.445121650662395785e-02,2.124946852739481584e-02,-1.625203349540392805e-01,-5.336547992944741525e-02
1.551604372956483235e-01,1.374101297589361004e-01,-2.716606903171463541e-02,7.161963497170970548e-03,-1.571283979328996494e-01,-6.286251535969288040e-02
1.510027107844950367e-01,2.221512478359910503e-01,-3.145125595981849986e-02,1.652489565730928117e-02,-1.501112326061704583e-01,-4.891431954130819049e-02
1.459257192096066746e-01,1.254584170502296148e-01,-2.457224259772370148e-02,4.586311794861015582e-03,-1.451096724411784222e-01,-5.842993742753906095e-02
1.411873133520503421e-01,2.044379755857735348e-01,-2.790424505829293758e-02,1.409157314391725965e-02,-1.386550164300106303e-01,-4.605926380157419897e-02
1.358355435290334867e-01,1.168953695893159284e-01,-2.177829019067136287e-02,3.666041648350916015e-03,-1.338923022863123535e-01,-5.484258780737651801e-02
1.308953417986849221e-01,1.885054242484396625e-01,-2.434757401103781332e-02,1.272291160214661897e-02,-1.278614508200391353e-01,-4.369441085767897942e-02
1.255551064574350340e-01,1.106039406537658448e-01,-1.910384813879472884e-02,3.589634672895753408e-03,-1.232389280866705988e-01,-5.137569984793601691e-02
1.206062908103690129e-01,1.729926031979993895e-01,-2.097584637798520502e-02,1.176589119650361948e-02,-1.175376421068679428e-01,-4.144608569560562922e-02
1.154031461525067415e-01,1.055809749741849074e-01,-1.663203285982207610e-02,3.914309777213732106e-03,-1.129850954484157288e-01,-4.780971169958773970e-02
1.105314070563106904e-01,1.571154019319166428e-01,-1.784307853581990067e-02,1.088720579831876575e-02,-1.075414748717436336e-01,-3.920650157291618448e-02
1.055043294805100285e-01,1.011502864477723113e-01,-1.436346221969275229e-02,4.404936828501467873e-03,-1.030076877417605563e-01,-4.410763551630839802e-02
1.007376060618844077e-01,1.405131030438674655e-01,-1.495630673043447587e-02,9.924555011372349078e-03,-9.776330246153749903e-02,-3.695854498954637135e-02
