1.000000000000000056e-01,-2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,-1.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,-1.997652920686360800e-01,1.984445181939405722e-01,8.473710577088724863e-04,-2.378194067253443407e-03,2.191232839524722698e-01,-1.618280991459464024e+00,7.799397202413244545e-05,4.897665851571776641e-02,-4.568207720624386375e-02,2.047129419356725349e-02,-1.717671288409313921e-02,0.000000000000000000e+00
1.000000000000000056e-01,-1.995464164782443928e-01,1.968993100443552913e-01,1.674118327180212657e-03,-3.612554138325085352e-03,2.355865329141013376e-01,-1.635032001038303040e+00,1.552120082777064865e-04,9.728814884771330718e-02,-9.131909532292217802e-02,4.049068210081751412e-02,-3.452162857602626006e-02,0.000000000000000000e+00
1.000000000000000056e-01,-1.993385858205222461e-01,1.953646953713527035e-01,2.480576254444497551e-03,-3.971224225518282629e-03,2.499959334930801635e-01,-1.650592878657059170e+00,2.318147101440926462e-04,1.450402310088571289e-01,-1.368149019445371595e-01,6.016104122146437999e-02,-5.193571215714373746e-02,0.000000000000000000e+00
1.000000000000000056e-01,-1.991390001249802033e-01,1.938408065064012586e-01,3.267110600177780891e-03,-3.632104727215991567e-03,2.627500980800422381e-01,-1.665183388404929188e+00,3.076788091885994587e-04,1.922962807324248291e-01,-1.821150120295325914e-01,7.954308229214369919e-02,-6.936181358925119778e-02,0.000000000000000000e+00
1.000000000000000056e-01,-1.989458980836721624e-01,1.923276688665787049e-01,4.034053292236313391e-03,-2.719992230347575285e-03,2.741255691358440161e-01,-1.678956259978221954e+00,3.828834177365415250e-04,2.390977737385814039e-01,-2.271870046152766609e-01,9.867556510882738441e-02,-8.676479598552214179e-02,0.000000000000000000e+00
1.000000000000000056e-01,-1.987580910521866973e-01,1.908252538711175950e-01,4.781738164963552154e-03,-1.327993555012278292e-03,2.843269010094977567e-01,-1.692023419072430590e+00,4.574561889011713087e-04,2.854739725830544583e-01,-2.720104642438246900e-01,1.175850989995834150e-01,-1.041215906603531194e-01,0.000000000000000000e+00
1.000000000000000056e-01,-1.985747399528940693e-01,1.893334996594862596e-01,5.510494122038297332e-03,4.717894964374311131e-04,2.935111137964942496e-01,-1.704470256529778904e+00,5.314254666043826021e-04,3.314466936932919383e-01,-3.165723142904821596e-01,1.362908793037698740e-01,-1.214164999009593182e-01,0.000000000000000000e+00
1.000000000000000056e-01,-1.983952295230171636e-01,1.878523235964159876e-01,6.220645318348176286e-03,2.621730240590084381e-03,3.018026405826497727e-01,-1.716364045718487885e+00,6.048202087245437789e-04,3.770329711948304241e-01,-3.608641598591130761e-01,1.548073491794925705e-01,-1.386385378437740012e-01,0.000000000000000000e+00
1.000000000000000056e-01,-1.982190939713233402e-01,1.863816296889559687e-01,6.912511261394147302e-03,5.074566638260409775e-03,3.093026996369835913e-01,-1.727759204284927241e+00,6.776699136771930330e-04,4.222466310644736875e-01,-4.048807161512626984e-01,1.731457730006188966e-01,-1.557798580874063532e-01,0.000000000000000000e+00
