9.975670590287533113e-02,1.706538343179772599e-01,-8.539809410107731397e-03,5.290314344268292474e-02,-2.293734974539096416e-01,-2.021458775248343720e-01
1.006130095942399938e-01,1.691128988667486011e-01,-8.612469671251100911e-03,5.238564075464020170e-02,-2.278219388548489432e-01,-2.004977668199035279e-01
1.014485485672639853e-01,1.675857888629296577e-01,-8.682030523947214043e-03,5.187687857932122421e-02,-2.262786762860901080e-01,-1.988619011684169546e-01
1.022636844327870359e-01,1.660723823698881385e-01,-8.748564971198748499e-03,5.137560516097155333e-02,-2.247437535439381351e-01,-1.972382112377508157e-01
1.030587627160324399e-01,1.645725584564086130e-01,-8.812142824491083284e-03,5.088106037996270592e-02,-2.232172024560324930e-01,-1.956266299847221057e-01
1.038341287043605815e-01,1.630861971877138050e-01,-8.872833170925204654e-03,5.039273919937136553e-02,-2.216990506347548406e-01,-1.940270923564596239e-01
1.045901209481477634e-01,1.616131795722491327e-01,-8.930702421872426314e-03,4.991028182198255225e-02,-2.201893212036523939e-01,-1.924395337789341631e-01
1.053270730793528231e-01,1.601533875750347780e-01,-8.985815003477825094e-03,4.943341791595927404e-02,-2.186880342594234583e-01,-1.908638899210504669e-01
1.060453139748354645e-01,1.587067041124778921e-01,-9.038233422553639332e-03,4.896193545555346111e-02,-2.171952074937002763e-01,-1.893000964880817705e-01
1.067451678407055765e-01,1.572730130473739274e-01,-9.088018324246546070e-03,4.849566219188236604e-02,-2.157108565889514773e-01,-1.877480891044131239e-01
1.074269542592231064e-01,1.558521991839873222e-01,-9.135228545115404650e-03,4.803445405060365048e-02,-2.142349954817494295e-01,-1.862078032445179110e-01
1.080909882177058523e-01,1.544441482631588869e-01,-9.179921163331307421e-03,4.757818755314877773e-02,-2.127676365441192596e-01,-1.846791741916477547e-01
1.087375801290655086e-01,1.530487469574062787e-01,-9.222151546854878701e-03,4.712675468783077831e-02,-2.113087907122125353e-01,-1.831621370133520443e-01
1.093670358489231276e-01,1.516658828660103486e-01,-9.261973400042122426e-03,4.668005933260136603e-02,-2.098584675799878840e-01,-1.816566265477449760e-01
1.099796566919237356e-01,1.502954445100727343e-01,-9.299438808927876221e-03,4.623801469400442427e-02,-2.084166754690263967e-01,-1.801625773969856570e-01
1.105757394486611284e-01,1.489373213275451968e-01,-9.334598285332840195e-03,4.580054143109360543e-02,-2.069834214817246332e-01,-1.786799239258353156e-01
1.111555764039769134e-01,1.475914036682251240e-01,-9.367500809884372198e-03,4.536756625274993709e-02,-2.055587115427148504e-01,-1.772086002639645108e-01
1.117194553570433208e-01,1.462575827887178659e-01,-9.398193874011327720e-03,4.493902084945138042e-02,-2.041425504318499506e-01,-1.757485403111625488e-01
1.122676596434440538e-01,1.449357508473638201e-01,-9.426723520956312510e-03,4.451484106595592072e-02,-2.027349418110921397e-01,-1.742996777448940771e-01
1.128004681593593184e-01,1.436258008991313506e-01,-9.453134385839565348e-03,4.409496625056495700e-02,-2.013358882469885036e-01,-1.728619460298247423e-01
1.133181553879011455e-01,1.423276268904755393e-01,-9.477469734803255219e-03,4.367933873583049881e-02,-1.999453912299592739e-01,-1.714352784290630594e-01
1.138209914276158696e-01,1.410411236541626034e-01,-9.499771503262196409e-03,4.326790341850585142e-02,-1.985634511913113576e-01,-1.700196080169311119e-01
1.143092420231524992e-01,1.397661869040623117e-01,-9.520080333284972746e-03,4.286060741539508834e-02,-1.971900675186679386e-01,-1.686148676931232271e-01
1.147831685980934269e-01,1.385027132299060382e-01,-9.538435610128466469e-03,4.245739977794955877e-02,-1.958252385703440068e-01,-1.672209901981478175e-01
1.152430282899380709e-01,1.372506000920168112e-01,-9.554875497948213045e-03,4.205823125285496067e-02,-1.944689616890821759e-01,-1.658379081299537483e-01
1.156890739872325213e-01,1.360097458160055006e-01,-9.569436974705611970e-03,4.166305407901307878e-02,-1.931212332154763622e-01,-1.644655539616582396e-01
1.161215543688370461e-01,1.347800495874384719e-01,-9.582155866293240454e-03,4.127182181364262570e-02,-1.917820485013488341e-01,-1.631038600602900124e-01
1.165407139453225466e-01,1.335614114464791224e-01,-9.593066879897917468e-03,4.088448918193562237e-02,-1.904514019232957101e-01,-1.617527587064588046e-01
1.169467931024815582e-01,1.323537322824998308e-01,-9.602203636620286129e-03,4.050101194598905441e-02,-1.891292868965767926e-01,-1.604121821148561666e-01
1.173400281469354350e-01,1.311569138286678426e-01,-9.609598703368527062e-03,4.012134678971067403e-02,-1.878156958894991457e-01,-1.590820624554829532e-01
1.177206513538076316e-01,1.299708586565096746e-01,-9.615283624042725991e-03,3.974545121714074397e-02,-1.865106204384124611e-01,-1.577623318754837467e-01
1.180888910164203803e-01,1.287954701704479010e-01,-9.619288950023905174e-03,3.937328346221097980e-02,-1.852140511634189080e-01,-1.564529225214618402e-01
1.184449714979556173e-01,1.276306526023205379e-01,-9.621644269981048311e-03,3.900480240840909635e-02,-1.839259777848745170e-01,-1.551537665621295914e-01
1.187891132849990539e-01,1.264763110058760021e-01,-9.622378239006591436e-03,3.863996751717117817e-02,-1.826463891407449081e-01,-1.538647962111356349e-01
1.191215330428638391e-01,1.253323512512527493e-01,-9.621518607089454139e-03,3.827873876409711162e-02,-1.813752732048566629e-01,-1.525859437499029192e-01
1.194424436725615435e-01,1.241986800194408991e-01,-9.619092246932171852e-03,3.792107658229573741e-02,-1.801126171060703773e-01,-1.513171415502933270e-01
1.197520543692601747e-01,1.230752047967276080e-01,-9.615125181116975991e-03,3.756694181233879298e-02,-1.788584071483802496e-01,-1.500583220969081422e-01
1.200505706820365615e-01,1.219618338691318971e-01,-9.609642608623529883e-03,3.721629565842134169e-02,-1.776126288319293534e-01,-1.488094180088294360e-01
1.203381945746992837e-01,1.208584763168257803e-01,-9.602668930699108027e-03,3.686909965042362708e-02,-1.763752668749068719e-01,-1.475703620605964272e-01
1.206151244874264922e-01,1.197650420085486916e-01,-9.594227776080769404e-03,3.652531561163107482e-02,-1.751463052362784434e-01,-1.463410872022192499e-01
1.208815553989337627e-01,1.186814415960151248e-01,-9.584342025567753678e-03,3.618490563191364279e-02,-1.739257271392769255e-01,-1.451215265780288199e-01
1.211376788888606504e-01,1.176075865083167499e-01,-9.573033835941211975e-03,3.584783204618381680e-02,-1.727135150955690646e-01,-1.439116135441771693e-01
